 Draw_LOAD2, Draw_LOAD3, Draw_STN01, Draw_STN02, Draw_STN03, Draw_STN04, Draw_STN05, Draw_STN06, Draw_STN07, Draw_STN08, Pin_LOAD2, Pin_LOAD3, Pin_STN01, Pin_STN02, Pin_STN03, Pin_STN04, Pin_STN05, Pin_STN06,Pin_STN07,Pin_STN08
559.63,560.82,-375.37,-69.67,-358.96,-42.71,81.27,12.52,123.46,30.15,619.77,629.54,-278,-90.29,-221.56,-22.35,216.33,88.04,208.48,40.82
561.46,563.08,-375.08,-71.11,-359.82,-37.27,77.54,12.24,123.17,31.86,621.3,629.42,-272.55,-89.72,-218.41,-20.06,217.48,84.03,205.04,40.53
569.89,564.91,-376.51,-73.69,-358.96,-36.69,78.97,8.51,124.32,33.87,620.81,633.88,-278.57,-84.56,-218.12,-20.92,220.34,84.6,207.33,41.39
562.13,560.34,-376.51,-72.25,-359.82,-38.99,76.97,18.25,123.46,30.43,621.97,632.72,-274.84,-84.85,-218.69,-20.92,218.62,84.89,203.32,43.97
568.42,561.98,-376.23,-70.25,-362.11,-34.97,78.69,13.95,126.04,29,622.88,632.53,-274.84,-80.55,-220.13,-20.63,216.9,89.48,204.18,41.39
565.67,562.9,-373.93,-70.82,-362.11,-36.12,78.97,17.11,122.03,33.01,622.03,633.69,-273.98,-87.14,-220.7,-20.06,218.34,81.17,207.33,42.25
565.98,567.97,-378.52,-69.1,-359.82,-38.99,78.11,13.38,128.33,31.86,623,635.71,-275.42,-88.57,-220.41,-24.64,220.34,88.9,207.62,43.4
566.22,564.12,-375.37,-63.08,-360.68,-37.27,78.69,9.08,123.46,31.86,626.36,634.79,-274.84,-88.57,-220.41,-18.63,219.77,86.61,203.89,41.68
567.87,565.04,-381.38,-69.1,-364.12,-37.55,80.98,22.26,120.59,30.15,620.87,635.65,-278.28,-89.43,-222.99,-19.49,220.34,86.32,211.34,40.53
568.18,565.77,-374.79,-64.23,-359.82,-36.69,79.55,14.24,127.47,30.72,624.9,637.17,-276.85,-88,-218.12,-20.35,220.63,85.18,202.75,41.97
568.66,566.87,-381.1,-67.67,-362.11,-36.41,78.97,12.24,120.59,33.3,625.08,636.81,-277.14,-89.15,-220.99,-22.35,219.77,88.33,207.91,41.97
568.42,567.84,-378.23,-72.25,-365.27,-33.54,79.83,15.1,124.61,31.29,626.48,637.23,-275.42,-89.72,-222.71,-15.19,221.49,89.48,209.05,41.11
570.5,568.45,-379.95,-67.67,-362.11,-34.97,77.83,13.95,116.01,30.43,627.09,637.6,-277.14,-89.72,-221.27,-18.34,222.64,84.89,208.77,38.81
566.59,568.52,-379.95,-62.8,-364.69,-38.41,77.83,15.39,126.04,29,627.83,635.53,-278.28,-88.29,-219.27,-22.35,220.63,87.76,207.91,45.12
571.47,569.86,-379.38,-75.12,-363.55,-36.98,79.55,13.1,125.18,34.16,628.38,640.16,-274.56,-89.15,-223.28,-21.49,222.64,86.9,208.48,44.83
572.08,570.9,-379.95,-69.67,-364.41,-32.39,79.83,16.25,125.18,31.86,628.01,639.92,-277.71,-86.85,-221.56,-20.63,218.62,84.89,209.05,41.97
566.22,570.1,-380.52,-69.39,-366.98,-36.41,80.12,14.81,124.61,29,629.23,640.9,-278.57,-87.14,-221.56,-20.35,221.49,86.32,205.61,44.83
572.94,573.21,-381.96,-69.39,-358.96,-39.56,77.83,13.67,125.47,31.86,630.27,641.69,-276.85,-89.72,-221.85,-22.92,220.92,86.61,207.33,43.11
573.36,567.42,-380.24,-69.67,-371.86,-37.84,80.98,16.82,124.61,33.01,631.12,644.68,-277.14,-85.71,-222.13,-23.5,220.34,91.48,207.05,43.68
575.81,572.79,-379.95,-67.67,-364.69,-38.99,79.83,15.39,125.75,34.16,631.55,643.46,-275.42,-85.71,-223.28,-20.06,223.21,86.04,205.04,40.53
567.2,577.18,-381.67,-70.82,-366.98,-39.56,81.84,14.24,125.75,33.87,630.33,644.19,-277.14,-88.57,-222.71,-19.77,220.34,86.04,209.05,41.39
571.53,573.7,-382.24,-69.1,-366.41,-28.67,77.54,13.67,126.61,31,629.6,644.74,-275.13,-88,-223.28,-20.92,218.91,88.62,203.61,42.82
572.2,575.41,-382.24,-67.1,-365.55,-46.72,74.39,15.1,126.33,30.43,632.22,644.92,-278.57,-90.29,-222.13,-21.2,220.92,88.33,207.33,44.26
573.43,574.44,-381.96,-67.96,-365.84,-34.4,77.83,15.96,127.76,31.86,632.95,646.27,-275.99,-83.41,-221.85,-18.63,220.34,88.9,209.63,45.69
576.97,573.52,-385.68,-68.82,-366.98,-36.98,77.83,13.38,124.61,32.44,634.3,647.31,-277.14,-86.57,-223.28,-22.92,224.07,87.47,208.48,46.84
581.97,576.21,-379.38,-61.36,-366.98,-36.41,87.57,16.53,122.6,32.44,634.48,646.76,-277.71,-87.71,-223.57,-20.06,223.78,91.19,211.06,39.1
579.65,577.12,-391.7,-69.67,-366.98,-36.41,87.57,20.26,128.9,34.16,637.41,647.06,-278.57,-85.13,-225,-19.49,222.35,88.9,207.91,44.83
579.04,576.51,-387.4,-68.82,-368.13,-38.99,79.83,11.09,127.76,35.3,637.35,648.34,-279.43,-85.42,-220.7,-17.48,222.35,90.05,208.77,45.4
580.51,576.88,-384.82,-63.37,-367.56,-38.41,77.54,15.96,128.62,34.16,635.64,649.93,-280.29,-85.71,-222.13,-22.06,224.07,88.9,211.06,45.98
580.69,579.68,-382.82,-71.39,-367.56,-40.13,80.41,12.81,123.75,32.15,636.8,650.66,-277.42,-89.15,-223.85,-19.49,221.78,87.76,211.34,44.26
582.28,579.68,-382.53,-58.79,-365.84,-39.56,78.11,18.25,125.47,34.44,637.84,650.3,-277.71,-91.44,-224.14,-18.63,223.78,88.04,210.77,42.54
581.97,580.36,-388.83,-69.1,-369.85,-36.41,79.55,14.24,127.47,31,632.22,651.94,-279.72,-85.99,-225.86,-18.34,223.78,88.33,209.63,44.83
583.31,580.17,-400.01,-64.23,-366.98,-35.83,77.83,12.24,128.04,37.02,640.22,651.88,-278.86,-87.43,-224.43,-20.06,223.78,90.05,210.2,49.99
582.7,581.52,-387.97,-70.25,-364.69,-37.55,78.97,15.67,129.76,32.72,638.02,651.88,-280,-90.58,-225.29,-21.2,221.49,87.18,209.91,45.69
587.52,582.61,-385.4,-71.97,-371,-38.99,73.82,17.11,130.62,32.72,641.74,655.06,-278.86,-85.99,-225,-22.06,225.79,85.46,211.06,44.83
587.95,583.29,-387.69,-68.24,-372.72,-37.27,78.97,14.53,129.19,35.3,644.12,653.04,-279.43,-88.57,-225.57,-16.91,223.21,87.76,210.2,44.54
585.45,583.71,-387.11,-74.55,-368.13,-45.29,78.4,13.95,126.04,32.72,641.44,655.06,-281.15,-81.7,-225.86,-20.92,224.35,87.76,212.78,43.11
586.61,585.97,-387.69,-69.1,-372.14,-38.7,76.68,12.52,128.04,37.02,641.86,654.69,-285.45,-83.7,-225.86,-20.06,223.21,88.9,210.77,41.97
588.56,583.22,-386.26,-62.22,-368.99,-36.98,82.98,16.25,130.91,29,645.1,656.83,-278.57,-90.58,-225.29,-19.49,224.93,90.62,211.06,45.4
588.93,585.91,-387.97,-68.82,-372.72,-40.13,79.55,15.39,127.47,32.72,642.05,658.11,-282.01,-90.29,-227,-21.78,224.93,88.33,214.21,41.68
588.93,586.15,-385.97,-63.37,-368.99,-37.55,82.98,13.38,126.9,31.58,644.67,658.11,-282.01,-88.86,-227.86,-16.62,225.21,89.19,209.05,43.4
589.9,586.34,-383.96,-71.68,-377.01,-36.69,79.55,15.96,130.05,34.73,644.85,657.99,-280.29,-87.43,-227.86,-17.77,224.07,89.48,210.77,45.4
588.2,589.94,-387.97,-68.53,-361.25,-44.43,77.54,8.8,128.04,34.44,645.65,658.96,-280.86,-87.43,-227.86,-20.06,224.93,94.63,211.92,45.12
591.55,587.92,-389.12,-72.54,-365.84,-41.56,82.41,13.1,127.76,33.87,646.56,659.7,-279.72,-86.85,-226.15,-20.06,223.78,88.62,210.49,47.41
587.71,589.63,-387.4,-76.55,-373.58,-38.13,81.84,16.82,132.92,37.02,645.22,661.04,-282.01,-87.14,-228.72,-19.77,227.22,89.76,211.34,46.26
602.05,589.27,-389.69,-70.82,-377.3,-38.13,80.69,16.25,131.2,32.15,646.38,660.92,-280.86,-87.43,-229.58,-19.49,224.93,88.9,211.92,45.12
588.01,590.37,-389.12,-69.39,-372.43,-40.7,80.12,17.11,137.21,34.73,648.21,662.2,-283.44,-87.14,-228.72,-19.2,224.93,92.91,213.35,46.26
594.06,592.01,-389.12,-71.97,-373.86,-34.97,83.56,16.82,130.34,32.44,648.03,662.69,-281.15,-85.99,-228.44,-18.63,228.37,94.06,214.21,42.82
589.54,587.74,-389.12,-70.25,-375.01,-43.28,89.29,14.53,130.34,32.15,649.13,661.65,-280,-90.87,-227.86,-17.77,224.64,89.19,213.06,43.68
596.37,601.41,-388.26,-75.12,-376.73,-43.28,77.54,13.67,131.2,41.32,647.78,664.09,-281.72,-89.72,-228.44,-20.63,227.22,90.91,210.77,44.26
593.38,586.64,-389.69,-72.54,-372.14,-38.41,80.12,12.52,130.62,33.01,649.19,663.36,-281.72,-90.87,-230.73,-16.62,224.35,90.62,215.64,44.54
594.91,591.77,-390.55,-71.68,-374.72,-41.85,82.13,12.52,130.34,35.3,650.84,665.43,-281.15,-90.58,-229.87,-18.91,225.5,92.91,215.64,43.68
596.92,598.85,-391.13,-73.11,-375.87,-40.7,81.27,18.83,127.76,35.02,651.81,664.64,-283.15,-88.86,-231.02,-19.49,227.51,93.77,212.49,45.98
599.06,589.82,-383.39,-73.11,-376.44,-36.69,78.69,16.25,132.92,35.02,651.2,668.3,-281.44,-91.72,-229.3,-22.35,228.08,88.62,213.64,47.12
596.01,601.6,-389.12,-69.1,-374.43,-41.85,85.28,14.24,125.75,34.16,650.71,667.51,-280.86,-87.14,-230.44,-21.2,226.65,90.91,213.35,45.69
598.08,597.38,-389.69,-68.24,-374.72,-44.72,77.54,17.68,127.76,35.3,651.57,668.18,-284.3,-90.87,-230.16,-22.92,228.94,91.19,213.06,43.97
600.4,597.75,-396,-68.53,-375.01,-37.84,73.24,17.11,126.33,36.16,654.62,667.75,-282.01,-89.15,-231.02,-24.64,228.94,91.48,217.36,43.97
600.65,599.52,-387.4,-62.51,-376.44,-38.99,82.7,17.39,131.48,32.72,652.61,670.99,-281.72,-91.72,-230.73,-20.06,228.94,93.77,215.36,45.12
601.62,599.4,-392.56,-71.11,-375.58,-39.27,82.41,14.81,130.62,33.01,655.17,666.53,-282.87,-92.01,-230.73,-21.2,227.79,91.19,212.2,45.12
602.23,596.22,-394.28,-67.38,-376.73,-39.27,79.55,4.21,132.63,29.57,654.56,670.68,-283.44,-89.43,-230.44,-24.36,228.37,92.34,216.5,47.7
602.23,603.31,-390.27,-67.38,-373.86,-40.99,82.41,17.39,130.05,41.32,659.01,669.46,-283.15,-86.85,-232.16,-20.63,228.94,87.18,213.35,47.12
602.78,600.99,-390.84,-75.98,-362.69,-39.56,80.69,15.96,127.47,35.02,659.63,671.23,-284.01,-90.29,-230.73,-22.06,232.95,90.33,218.51,43.4
602.54,602.15,-396.57,-66.81,-375.01,-41.28,81.27,15.96,129.76,34.73,655.72,670.99,-285.16,-90.58,-229.01,-22.92,232.09,92.91,213.35,45.4
603.82,603,-392.85,-67.38,-374.43,-38.99,81.84,15.39,133.78,33.3,657.49,675.63,-282.01,-88.57,-232.16,-19.49,228.37,91.19,214.21,45.4
604,602.94,-394.57,-69.39,-376.73,-38.13,81.27,13.38,140.08,32.72,658.95,668,-289.75,-86.28,-233.6,-18.34,226.65,92.63,214.5,46.26
605.04,603.12,-394.85,-68.82,-377.01,-34.97,81.84,14.81,130.05,34.16,658.28,675.69,-282.29,-88.57,-231.88,-17.48,228.65,92.91,220.51,48.56
609.07,604.71,-390.27,-74.55,-377.3,-43.57,82.98,16.53,132.92,35.88,659.38,677.58,-285.45,-83.13,-232.74,-24.36,229.51,90.62,217.65,45.4
602.54,605.2,-391.99,-75.98,-379.59,-38.7,79.83,16.53,132.06,34.44,659.87,676.91,-288.89,-79.4,-233.6,-21.2,231.52,92.34,219.37,49.99
599.06,606.42,-393.42,-71.68,-378.73,-36.12,87,13.38,132.63,37.31,660.36,676.42,-285.73,-84.85,-233.31,-19.49,230.66,92.63,221.09,43.11
609.07,607.52,-391.99,-70.25,-376.44,-38.41,74.39,14.81,132.34,40.75,661.15,680.81,-285.16,-80.26,-235.03,-19.2,236.39,92.91,216.22,46.55
609.56,607.15,-393.42,-79.42,-378.16,-36.69,81.27,17.11,133.2,29,661.88,678.19,-287.45,-85.13,-234.46,-20.63,231.8,90.05,210.49,45.12
607.48,601.84,-393.42,-74.55,-381.03,-42.42,82.13,18.83,132.06,42.75,663.29,679.1,-285.73,-81.41,-234.46,-20.06,231.23,95.49,216.22,48.56
608.09,615.57,-395.71,-72.25,-380.17,-29.82,78.11,18.25,132.06,39.89,662.25,679.84,-286.31,-84.27,-239.9,-20.92,231.23,91.19,215.93,46.84
610.6,605.75,-393.42,-72.54,-379.02,-36.69,82.98,10.23,128.9,34.73,664.14,679.96,-286.31,-93.73,-231.02,-22.35,231.8,92.91,221.37,50.28
613.46,610.2,-394.57,-73.97,-377.3,-38.13,86.42,17.11,133.2,33.58,661.15,681.67,-286.59,-91.44,-231.3,-15.47,231.52,94.63,217.08,45.12
610.6,610.63,-403.16,-70.25,-379.31,-36.12,84.13,16.25,132.34,34.16,669.76,681.42,-286.31,-89.43,-235.6,-26.36,231.52,94.06,222.23,43.97
611.39,609.96,-400.87,-69.96,-376.15,-37.55,80.41,17.11,141.23,32.15,666.22,683.74,-286.31,-93.73,-234.74,-11.46,233.52,93.49,218.8,47.7
612.85,613.13,-397.14,-64.23,-380.74,-40.42,78.97,9.37,142.37,33.01,669.82,681.73,-286.88,-91.44,-235.03,-18.91,232.38,93.49,219.65,45.98
613.34,616.43,-393.42,-71.39,-381.89,-38.41,81.84,11.38,131.77,36.45,662.62,683.74,-285.16,-89.43,-233.88,-22.06,231.52,94.63,218.51,54
614.62,613.8,-398.29,-73.97,-380.74,-37.84,78.97,15.96,133.78,35.88,672.99,683.32,-287.45,-90.58,-237.61,-23.78,235.53,90.62,218.22,47.98
613.28,612.09,-400.58,-73.69,-385.61,-39.56,84.99,18.25,135.78,36.74,660.11,683.93,-286.59,-91.15,-239.04,-21.2,233.52,93.49,218.8,45.12
607.48,613.38,-402.88,-67.1,-380.74,-44.14,81.27,15.39,131.48,40.17,670.43,687.77,-288.03,-89.43,-243.34,-22.06,235.82,91.77,219.65,45.69
620.67,616.55,-399.15,-66.24,-389.34,-36.69,81.84,14.24,133.2,34.16,669.64,686.98,-290.03,-85.42,-235.89,-17.48,232.38,96.93,218.22,49.42
618.1,615.82,-397.72,-63.94,-393.92,-40.42,82.98,13.38,134.92,36.74,671.16,684.17,-290.32,-91.44,-237.61,-24.64,232.95,85.18,220.8,47.7
618.59,614.96,-399.15,-78.84,-375.58,-38.99,83.27,14.24,132.34,34.73,666.46,689.97,-285.73,-91.72,-237.61,-24.07,234.1,92.91,218.51,48.27
617.43,614.96,-397.14,-73.4,-384.18,-38.99,82.13,16.82,133.2,38.74,679.34,690.09,-288.6,-90.29,-237.61,-23.78,235.82,92.34,221.37,46.26
624.33,620.39,-397.72,-74.83,-379.59,-41.85,90.15,17.39,136.64,35.88,669.09,689.97,-288.03,-85.13,-237.03,-21.49,234.67,94.63,220.23,47.7
618.71,621.19,-398.58,-72.54,-379.31,-51.02,81.27,16.53,129.19,34.44,672.32,690.15,-288.89,-88.57,-237.89,-19.49,233.52,95.78,220.51,48.84
617.43,615.82,-398.86,-73.11,-385.32,-37.55,83.27,16.82,132.92,33.58,675.37,690.64,-290.03,-85.71,-238.18,-20.06,232.66,97.79,222.23,48.84
635.25,618.75,-400.58,-67.38,-383.6,-38.99,84.99,16.53,137.79,33.58,673.24,690.34,-290.6,-81.98,-239.9,-19.77,236.39,90.05,220.23,48.56
625.18,619.78,-404.02,-71.97,-384.75,-40.7,73.24,8.51,134.64,35.02,673.66,694,-290.6,-83.13,-240.47,-21.49,231.52,92.34,217.36,44.26
620.54,619.11,-398.86,-72.54,-385.61,-37.55,82.13,11.38,139.22,32.72,674.7,692.47,-286.88,-88.29,-241.62,-19.49,229.8,94.63,224.53,55.72
621.89,622.47,-403.45,-75.69,-384.75,-38.7,88.72,17.68,133.78,32.72,675.07,692.9,-290.03,-90.29,-241.62,-22.06,234.67,95.49,219.94,49.99
622.99,628.88,-403.45,-74.83,-387.33,-36.98,87,16.53,136.64,32.72,676.17,696.19,-290.03,-89.15,-241.05,-18.63,235.24,92.63,225.39,47.41
624.15,616.92,-401.16,-76.55,-386.18,-39.56,84.13,10.52,134.92,35.02,675.68,694.85,-287.45,-79.98,-237.32,-18.34,234.1,96.07,221.66,52.28
625.24,622.84,-402.88,-74.83,-390.77,-41.28,87.28,23.12,138.36,34.16,681.6,694.91,-289.17,-90.58,-245.63,-19.49,235.82,93.77,223.38,43.11
625,622.23,-404.02,-68.53,-387.04,-40.13,87.57,22.55,136.64,35.59,670.31,696.07,-290.6,-84.27,-238.47,-21.78,230.66,88.62,222.52,55.15
625.49,623.39,-406.89,-73.97,-385.61,-39.56,87.86,15.67,136.93,38.17,681.11,696.19,-293.47,-87.43,-240.47,-24.36,238.68,95.21,222.81,47.12
625.92,623.93,-400.87,-75.41,-391.63,-38.99,85.56,17.11,133.49,38.74,671.28,698.51,-287.74,-91.72,-246.2,-20.63,236.39,96.35,220.51,49.99
626.83,624.55,-402.3,-71.11,-386.47,-36.41,87.28,16.53,137.21,36.74,684.71,698.27,-290.89,-89.43,-242.77,-23.21,236.68,97.5,223.67,48.84
628.54,627.29,-401.73,-67.1,-384.18,-40.13,87.28,17.11,144.09,33.87,677.57,700.71,-290.32,-88.57,-242.48,-23.78,237.82,96.93,219.08,49.99
628.48,626.8,-402.02,-70.82,-386.47,-43,87.28,15.1,137.21,30.72,682.39,701.69,-290.32,-89.72,-243.62,-17.19,238.11,101.8,230.83,50.28
630.13,626.99,-401.73,-73.69,-395.93,-39.56,86.14,14.53,136.64,30.72,678,697.48,-290.6,-88.29,-242.19,-22.06,235.82,95.21,222.23,49.7
631.41,628.15,-402.3,-72.25,-393.06,-42.42,87,15.96,135.78,22.98,680.38,700.22,-287.74,-84.85,-245.34,-19.49,242.12,95.21,223.09,49.99
633.48,627.96,-404.02,-72.25,-385.9,-40.42,86.42,14.24,135.78,34.73,679.16,702.18,-290.03,-84.27,-239.9,-20.35,235.24,97.21,221.66,50.56
626.71,630.95,-401.16,-75.41,-388.19,-39.84,95.59,16.25,136.64,33.58,681.17,700.59,-292.9,-89.72,-244.77,-22.64,236.96,99.22,220.8,43.11
626.77,628.39,-402.59,-70.82,-390.48,-41.28,81.84,18.54,136.07,36.45,687.52,703.76,-292.04,-83.99,-241.62,-19.77,236.96,93.2,224.53,47.98
634.77,636.63,-405.17,-74.26,-388.19,-43.57,88.14,17.11,134.35,36.16,682.57,703.7,-297.2,-86.85,-240.47,-21.49,234.96,96.07,222.81,49.7
634.09,627.17,-403.45,-69.39,-389.34,-36.69,87.86,19.97,138.93,37.02,684.16,705.84,-291.46,-82.27,-242.48,-22.92,236.96,92.63,223.09,48.27
638.92,632.54,-402.88,-72.83,-391.05,-50.16,84.13,14.53,134.92,33.01,687.21,704.62,-293.18,-91.15,-247.35,-21.2,235.82,96.93,221.09,47.41
623.05,630.59,-401.16,-71.68,-390.48,-40.99,80.12,12.81,134.64,33.01,683.73,705.96,-289.75,-84.56,-243.05,-27.8,236.39,100.36,226.82,49.99
625.12,634.74,-407.46,-72.54,-391.63,-39.56,89.86,13.95,135.21,33.58,689.17,710.48,-296.05,-82.84,-245.06,-15.19,238.97,95.78,219.94,51.13
630.68,632.85,-402.3,-70.25,-389.91,-38.99,95.88,9.94,134.64,37.31,688.19,703.27,-292.04,-92.01,-242.19,-26.94,239.54,94.63,224.24,51.99
634.09,631.08,-405.45,-73.4,-391.34,-40.13,76.68,7.36,132.63,37.02,687.34,709.19,-293.47,-89.72,-253.08,-22.35,238.97,95.21,225.1,45.12
637.51,634.62,-404.88,-71.11,-390.77,-39.56,91.29,19.11,140.08,32.44,695.94,710.11,-294.9,-86.57,-241.91,-22.92,241.26,94.06,223.09,51.13
638,628.27,-405.74,-73.69,-392.2,-39.27,87.86,15.96,138.93,34.44,683.37,707.18,-293.18,-79.4,-243.34,-24.07,238.68,95.49,224.81,53.71
639.47,637.3,-412.04,-73.69,-393.35,-40.13,92.73,26.85,135.21,34.16,690.08,714.93,-292.32,-87.71,-245.06,-25.79,239.25,98.07,222.52,49.99
639.16,635.59,-406.31,-75.12,-396.79,-40.7,91.01,13.95,133.2,37.31,689.23,710.23,-299.49,-89.15,-246.2,-33.24,243.27,94.63,222.52,50.85
641.17,635.23,-408.61,-71.97,-392.2,-41.85,88.72,10.23,136.35,35.88,692.83,716.21,-293.47,-83.41,-245.92,-20.06,241.55,95.21,230.83,49.13
640.81,639.93,-418.92,-66.81,-393.06,-41.85,93.87,10.8,138.65,36.74,687.76,710.66,-294.9,-83.41,-247.35,-21.49,240.4,99.22,226.25,51.71
643.74,639.01,-407.17,-75.41,-391.63,-44.43,89.29,18.25,138.07,37.31,696.92,714.57,-297.48,-89.72,-245.63,-21.78,238.4,100.08,226.82,53.14
644.1,639.87,-405.74,-70.82,-396.79,-38.13,91.58,16.82,138.07,36.74,689.65,713.28,-292.61,-85.42,-247.35,-19.2,235.24,102.66,226.25,49.99
643.01,640.11,-414.34,-75.69,-396.5,-42.14,93.3,15.39,134.35,37.02,696.25,713.89,-297.48,-87.14,-245.92,-23.5,241.55,102.08,224.81,50.56
643.37,642,-411.76,-67.1,-393.35,-40.7,91.01,18.25,142.66,34.16,691.12,717.8,-293.47,-81.12,-246.78,-22.35,240.97,102.37,227.39,55.43
644.9,639.5,-406.6,-74.83,-395.64,-43,91.01,16.82,139.51,34.73,694.05,719.51,-294.9,-82.56,-248.5,-20.92,243.27,90.62,235.42,53.14
645.08,641.33,-408.03,-74.55,-396.5,-35.83,90.44,17.11,138.36,43.04,695.64,713.22,-297.77,-88.29,-244.77,-23.21,240.4,99.22,227.11,51.13
642.4,642.79,-408.03,-69.1,-400.22,-40.13,90.15,20.55,139.51,33.58,696.37,721.89,-296.05,-84.27,-249.36,-24.64,240.11,99.22,231.12,53.43
645.57,643.34,-413.19,-69.67,-389.91,-40.99,92.44,14.53,139.51,34.73,698.44,721.77,-296.91,-83.99,-247.35,-18.63,240.97,99.5,227.96,50.85
647.52,644.63,-409.47,-78.84,-396.79,-40.7,92.44,18.25,138.36,36.45,695.09,719.33,-294.9,-78.26,-248.21,-22.92,241.55,100.36,221.95,55.15
646.06,643.83,-409.75,-69.39,-397.07,-38.99,87.28,16.82,142.09,37.6,699.24,718.96,-297.48,-85.13,-252.79,-24.07,242.12,94.63,230.26,54.57
648.62,646.33,-410.9,-77.12,-394.49,-42.71,93.59,13.1,137.5,38.17,698.63,720.43,-297.2,-90.87,-255.37,-20.63,242.69,101.8,226.82,50.56
649.48,646.58,-413.19,-74.26,-396.5,-47.58,88.14,15.1,138.93,35.02,698.44,720.79,-298.06,-89.72,-245.06,-22.06,242.41,100.08,227.96,60.3
652.47,646.76,-410.9,-72.25,-394.78,-41.85,89,19.4,139.51,38.17,704.79,723.17,-297.2,-88.86,-257.09,-19.77,242.98,100.36,230.26,51.13
640.08,646.58,-411.76,-75.98,-398.22,-38.99,89,17.11,136.35,35.02,699.18,720.24,-294.62,-83.7,-249.36,-21.78,240.4,99.5,224.24,55.15
649.35,649.69,-410.61,-74.83,-392.77,-43.28,84.7,16.82,138.36,35.88,701.98,726.65,-298.06,-75.96,-255.09,-24.64,241.55,101.51,230.26,54.57
649.84,645.24,-410.9,-72.25,-396.79,-42.42,89,18.83,134.64,35.3,694.29,724.64,-296.91,-86.57,-253.65,-23.5,242.12,102.08,228.25,51.99
650.63,656.47,-413.19,-76.84,-396.5,-41.28,87.57,15.96,139.79,35.88,701.8,722.32,-298.34,-90.58,-252.51,-24.64,248.71,98.64,229.68,54
650.94,649.14,-411.47,-76.84,-398.22,-42.42,92.44,8.51,139.51,35.88,696.73,728.42,-296.91,-85.71,-243.91,-22.06,246.71,104.95,230.26,55.15
649.23,650.36,-410.61,-78.27,-398.79,-41.85,91.29,24.27,142.09,40.17,701.01,723.84,-305.79,-87.14,-253.37,-24.64,240.11,97.21,231.4,54
650.94,650.61,-411.76,-77.7,-401.37,-37.84,94.16,16.53,141.51,38.17,705.16,727.08,-297.77,-87.71,-250.5,-26.08,249,101.8,233.12,52.57
655.58,651.58,-409.18,-74.26,-401.37,-38.99,88.72,17.97,141.23,33.87,695.15,726.96,-297.48,-86.28,-251.08,-22.06,247.28,105.24,235.42,54.29
658.26,650.49,-419.49,-70.25,-400.22,-43.86,92.15,15.67,144.38,35.88,714.31,727.81,-299.49,-88.86,-251.93,-21.2,242.41,96.35,225.1,54
652.59,656.59,-411.47,-74.83,-400.22,-45.29,94.45,19.4,142.37,35.88,704.79,729.4,-301.49,-85.99,-251.93,-22.35,247.28,101.22,231.4,52.57
653.63,652.13,-414.05,-75.12,-399.08,-43.28,92.44,21.41,148.96,36.16,705.4,730.37,-296.91,-87.14,-251.65,-21.49,244.99,103.52,226.82,58.59
655.27,652.74,-416.34,-65.95,-399.08,-43.57,88.72,15.1,140.08,37.31,708.58,727.32,-302.93,-86.85,-254.23,-21.78,246.13,99.22,232.55,52.28
653.08,655.98,-410.04,-79.99,-400.8,-39.56,93.59,15.96,142.66,34.44,706.87,731.23,-298.34,-91.44,-252.51,-24.07,244.99,103.23,229.11,56.29
655.27,652.56,-413.76,-74.83,-398.79,-40.99,94.16,18.54,136.35,33.01,707.35,734.1,-299.2,-86.57,-254.23,-22.35,245.56,102.37,235.42,49.13
655.09,654.76,-414.91,-73.11,-401.94,-43,95.88,16.25,144.09,37.31,707.9,734.65,-296.91,-76.25,-254.8,-24.07,246.13,101.51,235.99,56.29
657.17,654.45,-414.62,-77.98,-400.8,-41.28,93.87,19.97,144.09,36.45,708.39,733.18,-296.34,-89.15,-256.23,-25.22,245.85,102.94,232.55,54.86
656.56,657.32,-416.06,-77.12,-401.94,-40.7,91.58,23.41,143.81,32.72,708.21,735.13,-304.36,-89.43,-253.08,-21.2,246.13,100.94,229.97,54.29
656.19,657.14,-415.48,-77.98,-399.94,-42.71,92.44,19.97,141.8,35.59,708.45,734.59,-297.2,-91.44,-262.54,-22.35,244.7,102.94,230.54,55.43
657.78,656.59,-417.78,-78.84,-401.66,-41.56,93.59,15.39,143.52,37.02,711.14,736.66,-296.91,-84.27,-255.95,-23.5,242.98,104.38,227.96,51.71
658.14,656.34,-414.62,-77.12,-399.65,-40.7,93.01,18.83,138.07,36.16,713.21,735.87,-309.23,-83.99,-252.51,-21.78,246.42,100.65,237.42,55.72
660.1,658.18,-417.49,-76.55,-399.94,-41.85,92.73,16.53,146.67,33.58,710.35,736.36,-300.35,-90.87,-254.8,-28.08,246.42,103.8,237.13,54.86
658.14,658.24,-415.48,-75.41,-402.52,-41.56,96.17,16.53,146.38,37.02,709.31,738.98,-302.64,-90.87,-255.37,-24.36,245.27,102.94,232.55,57.15
660.16,657.75,-418.64,-77.7,-402.52,-47.3,94.16,15.67,147.53,38.17,714.98,742.58,-301.78,-81.7,-258.81,-22.92,246.13,103.8,231.69,54.57
660.46,660.01,-417.49,-67.38,-405.67,-42.42,97.31,15.96,143.52,37.6,715.35,738.86,-300.06,-94.88,-255.66,-23.5,247.56,104.95,235.42,59.44
662.9,660.43,-419.21,-71.39,-399.94,-42.14,93.01,17.39,142.37,36.45,711.87,741.12,-305.22,-90.01,-258.24,-23.78,247.56,101.8,234.56,61.16
