 Draw_LOAD2, Draw_LOAD3, Draw_STN01, Draw_STN02, Draw_STN03, Draw_STN04, Draw_STN05, Draw_STN06, Draw_STN07, Draw_STN08, Pin_LOAD2, Pin_LOAD3, Pin_STN01, Pin_STN02, Pin_STN03, Pin_STN04, Pin_STN05, Pin_STN06,Pin_STN07,Pin_STN08
1003.78,989.35,-500.88,-83.72,-523.73,-57.9,139.44,30,226.9,57.94,1016.86,1099.39,-404.65,-99.75,-367.99,-5.73,329.52,151.37,310.78,109.02
1004.39,990.63,-497.44,-83.43,-534.62,-54.17,140.29,30.86,214.01,53.64,1020.34,1092.86,-401.79,-98.89,-367.41,-5.73,327.23,147.36,319.66,112.74
1002.2,990.88,-498.01,-78.56,-530.6,-54.75,141.44,30.86,214.01,54.5,1012.77,1091.7,-400.93,-95.45,-365.98,-5.44,330.95,146.79,321.67,111.31
1011.47,991.49,-497.44,-83.72,-506.82,-59.04,145.17,32.01,212.86,54.22,1017.47,1092.31,-405.8,-98.03,-367.13,-7.45,331.81,154.24,320.81,118.19
1008.54,991.98,-498.01,-77.12,-527.45,-56.75,138.29,28,212.86,50.78,1017.41,1094.14,-403.79,-99.17,-361.97,-8.31,335.54,153.09,321.38,113.03
1004.39,991.73,-497.72,-76.55,-526.88,-61.34,141.44,32.58,211.72,58.23,1017.47,1089.57,-402.65,-101.18,-364.55,-5.73,327.51,153.09,320.81,112.46
1010.68,995.46,-498.01,-84.58,-528.89,-57.32,142.01,25.13,212.86,49.63,1018.51,1090.66,-404.37,-105.77,-353.66,-5.16,325.51,150.22,317.66,113.6
999.51,996.8,-499.16,-84,-527.45,-59.9,132.27,28.86,212,53.07,1018.88,1091.46,-402.65,-98.03,-366.55,-2.87,327.51,158.82,323.1,112.46
1022.4,995.33,-500.59,-84.58,-527.45,-54.46,140.01,29.72,211.72,53.36,1014.97,1092.31,-405.8,-103.19,-368.27,-5.16,326.94,153.38,326.54,111.88
1012.21,995.09,-502.02,-81.14,-523.73,-56.46,147.75,25.99,213.72,51.92,1021.56,1090.97,-408.09,-101.75,-366.55,-10.89,324.07,152.23,317.37,112.46
1009.34,995.09,-499.73,-83.72,-531.46,-58.18,136.57,33.15,215.16,52.5,1008.56,1092.43,-404.65,-108.63,-367.13,-10.03,328.09,150.51,328.83,113.03
1010.5,997.96,-499.16,-82.86,-528.6,-56.46,135.71,15.39,213.44,52.5,1029.44,1092.01,-401.79,-100.89,-365.7,-7.45,328.09,152.52,321.95,112.46
1010.31,1004.12,-498.87,-81.71,-527.45,-58.47,137.14,37.74,212.58,53.07,1018.08,1091.52,-404.94,-106.63,-366.55,-6.59,326.94,150.22,322.24,106.73
1010.74,996.43,-502.02,-82,-528.03,-57.04,142.87,29.43,214.58,54.79,1016.74,1092.56,-402.65,-106.05,-368.27,-7.16,316.05,151.94,321.09,113.89
1014.1,1001.93,-500.88,-84,-530.32,-55.89,141.15,23.98,215.16,54.5,1016.68,1086.45,-403.22,-107.2,-359.68,-10.32,328.37,151.37,319.95,104.43
1012.08,998.45,-502.31,-81.42,-530.89,-48.15,141.44,37.45,223.18,54.22,1016.44,1098.9,-405.51,-107.77,-368.27,-10.89,326.08,154.81,319.66,113.03
1003.54,1000.7,-500.3,-77.98,-530.32,-54.75,146.03,27.14,218.31,53.64,1015.77,1091.34,-401.5,-105.48,-361.11,-12.61,324.65,155.67,321.67,112.46
1010.93,999,-503.45,-79.99,-531.75,-56.75,140.29,27.14,214.3,65.68,1016.68,1091.03,-406.66,-103.47,-365.98,-14.61,326.94,146.21,320.23,112.46
1015.08,998.75,-503.17,-80.56,-530.32,-59.33,144.88,32.01,208.28,52.5,1018.15,1090.12,-403.79,-102.33,-367.13,-17.77,326.65,149.65,321.95,111.31
1012.27,1001.93,-499.44,-83.72,-531.46,-61.34,144.02,28.57,222.03,52.5,1008.01,1090.6,-403.22,-101.18,-365.98,-12.04,327.51,151.94,324.25,113.89
1016.17,1004.37,-502.88,-78.84,-528.03,-57.61,142.59,25.99,215.73,53.07,1028.64,1091.46,-404.08,-102.33,-367.13,-20.06,327.51,151.37,315.08,113.89
1016.97,998.81,-501.45,-84.29,-526.31,-61.05,142.59,25.7,214.58,50.2,1015.09,1091.34,-403.22,-106.63,-367.7,-13.75,325.22,152.52,327.97,111.6
1016.17,1002.9,-503.17,-77.98,-532.04,-58.18,141.44,29.43,217.16,47.91,998.86,1087.98,-404.37,-91.72,-365.98,-14.33,328.09,153.95,319.37,113.89
1020.32,1000.95,-501.45,-84,-528.03,-55.89,139.72,29.72,212.86,55.07,1021.44,1094.51,-400.93,-105.48,-368.85,-13.18,329.23,149.94,319.66,110.16
1015.81,1003.45,-503.17,-82,-536.05,-58.76,145.45,30.57,214.01,53.07,1017.11,1089.99,-405.51,-98.89,-361.11,-15.19,333.82,154.81,320.23,109.02
1013.18,1003.02,-502.88,-82.57,-532.04,-55.61,146.6,35.73,213.44,51.35,1015.34,1092.07,-404.08,-102.9,-368.56,-15.19,330.95,150.22,320.81,109.3
1020.57,1006.56,-510.9,-81.14,-531.18,-61.34,147.46,33.73,217.74,51.92,1015.46,1088.16,-404.37,-104.62,-353.37,-13.47,323.5,155.67,316.8,112.74
1020.63,1008.09,-501.45,-83.43,-528.6,-56.75,146.03,28.28,212.86,50.78,1014.85,1082.49,-415.25,-96.6,-369.71,-14.04,326.65,149.36,318.51,111.31
1023.19,1004.86,-504.31,-83.43,-530.89,-65.63,143.16,27.42,217.16,52.5,1014.97,1094.75,-398.35,-99.46,-368.85,-14.9,325.51,154.81,318.8,112.17
1021.67,1006.38,-505.75,-77.12,-531.46,-54.75,144.88,31.43,215.16,50.78,1015.34,1090.54,-404.37,-96.6,-365.41,-20.92,326.65,158.82,323.1,111.31
1005.43,1008.46,-508.9,-83.72,-529.74,-57.61,145.74,36.59,222.32,53.64,1013.51,1089.2,-398.35,-88.29,-366.55,-24.07,322.93,154.81,320.81,111.6
1018.98,1008.03,-498.58,-87.44,-529.17,-58.76,147.46,29.14,208.85,53.36,1018.82,1087.31,-402.93,-103.47,-363.4,-17.19,328.09,152.8,319.95,117.33
1024.05,1010.23,-502.88,-78.84,-532.32,-55.89,148.32,28.86,214.3,53.64,1005.08,1089.02,-406.08,-95.16,-364.84,-15.47,325.51,151.08,317.94,109.88
1025.57,1007.72,-503.45,-82.57,-532.04,-58.18,142.59,32.01,220.89,54.5,1007.95,1087.12,-403.51,-96.02,-363.12,-17.77,327.51,153.66,321.67,112.74
1026.73,1008.58,-502.88,-88.3,-536.05,-60.19,144.31,24.56,216.3,51.06,1014.36,1088.1,-400.93,-98.6,-364.84,-15.47,334.39,151.94,321.09,111.02
1025.82,1013.4,-504.31,-83.72,-535.48,-55.89,146.03,27.42,215.44,52.5,1015.03,1089.69,-401.79,-98.89,-363.69,-26.65,322.93,154.24,316.8,112.74
1026.12,1011.94,-506.61,-85.15,-530.89,-59.62,144.31,36.59,218.31,59.09,1014.48,1079.01,-400.64,-94.88,-364.26,-15.47,325.79,150.8,320.52,110.74
1026.37,1012.42,-510.04,-85.72,-525.73,-56.75,145.45,30,216.02,56.51,1020.95,1085.11,-400.07,-100.61,-362.54,-19.49,325.22,159.97,322.24,106.73
1027.4,1013.22,-513.77,-77.12,-531.75,-59.04,144.02,31.15,213.72,53.36,1011.37,1087.73,-400.93,-100.61,-362.26,-18.63,325.51,145.64,319.09,118.47
1034.24,1013.4,-498.01,-82.86,-533.18,-67.07,137.43,28.86,224.9,51.35,1014.12,1084.26,-398.92,-95.45,-361.4,-17.77,328.37,154.24,319.66,113.6
1036.13,1013.83,-503.45,-79.13,-534.04,-67.07,142.59,30.86,219.17,53.36,1012.53,1090.3,-415.83,-96.02,-363.4,-18.34,326.37,152.52,317.66,114.46
1028.26,1014.38,-506.03,-80.56,-534.04,-62.77,144.88,29.72,215.73,53.36,1011.86,1083.77,-399.21,-95.45,-360.82,-18.34,324.07,151.37,329.12,111.6
1028.5,1018.34,-504.6,-88.59,-534.62,-67.93,142.01,29.72,216.3,50.78,1012.41,1084.74,-397.49,-93.44,-369.71,-19.49,324.36,150.22,321.09,111.88
1034.24,1013.64,-503.74,-83.43,-536.62,-53.89,143.16,30.29,217.45,59.37,1017.23,1086.21,-399.21,-100.89,-360.25,-20.35,325.51,163.41,321.67,111.31
1030.64,1021.76,-502.31,-84,-534.33,-55.03,146.03,23.41,211.14,39.03,1015.16,1085.66,-410.67,-84.56,-361.68,-18.05,325.22,153.38,319.37,111.88
1030.09,1023.1,-505.75,-84,-539.77,-57.04,147.46,36.31,216.59,51.06,1009.78,1085.72,-396.06,-95.45,-358.53,-15.76,324.07,154.52,317.94,117.04
1031.8,1014.74,-505.75,-85.15,-530.32,-59.04,148.89,16.53,216.3,52.78,1017.96,1085.54,-399.49,-99.46,-362.54,-19.77,324.36,152.52,317.66,111.88
1033.69,1017.92,-505.17,-84,-535.19,-56.46,144.59,33.73,218.02,48.2,1005.94,1085.54,-400.35,-98.32,-357.1,-25.5,325.51,153.38,318.8,118.19
1033.81,1017.79,-506.03,-77.7,-536.05,-60.48,151.47,30.57,220.31,53.36,1013.45,1086.58,-400.07,-105.77,-361.97,-22.92,324.65,152.52,318.23,111.88
1032.71,1019.99,-505.46,-86.01,-536.05,-61.05,147.17,29.72,218.31,53.93,1020.83,1084.19,-399.78,-102.33,-360.25,-15.47,326.65,152.23,318.51,119.33
1029.54,1019.26,-505.75,-84.86,-537.2,-47.87,145.17,26.56,225.19,51.92,1019.85,1084.5,-400.07,-102.61,-359.68,-15.47,322.93,151.08,318.8,113.03
1032.59,1020.54,-506.32,-83.14,-526.02,-60.19,144.88,26.85,216.3,53.64,1013.32,1087.61,-400.07,-100.89,-366.27,-27.8,321.49,153.66,319.37,113.32
1033.75,1022.86,-506.61,-81.71,-537.48,-57.9,143.16,21.98,215.16,48.77,1009.54,1079.68,-397.49,-99.75,-361.68,-15.47,337.26,154.24,319.66,112.46
1036.07,1021.82,-505.75,-79.42,-537.2,-56.46,140.29,26.28,217.16,53.36,1020.1,1084.01,-399.49,-96.6,-361.68,-14.61,329.8,153.66,317.94,109.88
1030.52,1018.34,-507.75,-76.55,-537.2,-60.48,146.03,28,215.73,53.07,1015.09,1091.4,-400.07,-101.47,-363.12,-17.19,324.65,150.51,317.37,110.45
1035.4,1023.23,-506.32,-85.15,-540.63,-59.62,142.87,30.57,215.73,48.77,1009.84,1081.75,-399.21,-100.61,-361.4,-16.33,323.5,151.37,317.37,111.02
1036.93,1020.85,-505.75,-89.73,-538.34,-60.19,143.73,26.28,215.16,54.79,1005.82,1084.13,-398.63,-93.73,-360.82,-15.76,323.5,151.37,320.23,109.59
1037.29,1019.08,-510.62,-84,-538.91,-55.61,145.74,26.85,218.88,53.93,1012.41,1083.83,-409.24,-94.02,-361.4,-15.19,325.22,167.13,317.37,113.6
1042.54,1021.46,-507.75,-85.15,-537.77,-61.34,140.87,21.41,214.01,54.79,1011.8,1078.21,-389.18,-91.44,-360.82,-14.33,328.95,150.8,318.51,110.74
1041.81,1023.35,-500.88,-85.72,-538.05,-59.62,144.59,30.29,227.76,55.36,1011.37,1088.65,-403.51,-96.6,-361.97,-12.04,325.79,161.97,321.38,111.31
1039.06,1023.78,-515.78,-76.55,-541.21,-57.9,143.16,30.29,219.17,53.07,1011.92,1083.65,-396.91,-90.58,-361.11,-12.04,325.51,152.23,319.09,110.74
1039.98,1026.28,-506.89,-85.72,-539.49,-57.61,144.59,27.42,216.88,54.22,1011.92,1083.65,-405.51,-95.45,-361.97,-13.47,323.21,150.51,312.21,111.31
1040.47,1020.05,-508.61,-84,-539.2,-57.32,146.6,30.57,219.17,51.06,1011.49,1083.89,-395.48,-97.17,-361.11,-12.04,323.5,149.65,319.37,112.46
1040.16,1022.49,-512.05,-75.98,-536.34,-59.04,143.45,30,220.31,45.91,1011.86,1084.38,-397.49,-85.13,-360.25,-12.04,325.22,154.52,313.36,114.46
1042.54,1025.85,-508.04,-91.45,-540.35,-56.18,146.6,28,222.03,43.61,1011.13,1083.71,-398.63,-86.85,-362.83,-10.32,323.21,153.09,317.94,113.03
1042.18,1026.89,-508.61,-85.72,-537.2,-59.62,144.31,36.59,219.17,59.95,1011.55,1084.32,-399.49,-94.02,-358.53,-13.18,322.93,153.38,317.94,112.74
1039,1028.17,-510.33,-78.84,-540.06,-62.77,145.17,28.28,218.31,55.07,1012.1,1084.01,-397.77,-97.17,-361.68,-10.32,323.79,154.24,317.08,105.87
1045.41,1028.05,-510.62,-79.42,-533.76,-60.19,144.31,28.57,219.17,50.49,1011.55,1083.34,-398.35,-99.75,-360.54,-9.74,325.22,153.09,319.09,111.31
1044.74,1028.23,-508.33,-80.85,-526.02,-60.76,146.6,30.57,215.44,54.79,1010.82,1082.91,-397.77,-97.74,-347.64,-10.89,323.21,153.09,317.66,114.46
1045.65,1030.31,-510.62,-82.28,-536.05,-57.9,148.32,29.43,217.16,54.5,1009.11,1083.22,-398.35,-99.75,-363.98,-10.32,325.22,151.66,317.66,111.88
1045.53,1029.76,-510.04,-79.99,-539.2,-63.34,148.32,27.14,218.59,53.93,1010.52,1083.46,-397.77,-96.02,-360.82,-10.03,323.21,154.24,318.51,111.88
1045.53,1026.03,-508.04,-83.72,-540.06,-60.48,148.6,30.29,217.45,54.79,1009.11,1083.1,-399.49,-98.6,-361.11,-9.46,325.22,153.38,318.51,113.6
1050.48,1033.11,-509.19,-85.72,-544.36,-54.75,146.89,30.29,217.74,56.51,1012.53,1082.67,-398.35,-98.03,-361.4,-8.6,320.64,154.81,319.09,111.31
1050.29,1032.32,-510.04,-85.15,-538.63,-64.2,144.31,27.71,219.17,53.36,1006.85,1082.55,-396.34,-95.45,-361.97,-5.16,327.8,153.66,320.81,113.03
1054.75,1032.44,-509.47,-84.86,-539.77,-63.06,145.45,31.43,219.45,53.36,1003.5,1084.68,-396.91,-101.75,-359.96,-8.02,320.64,153.38,318.51,113.03
1040.22,1032.5,-507.47,-80.56,-540.63,-53.03,152.04,30,219.45,52.78,1010.58,1082.79,-397.49,-101.18,-359.39,-10.32,324.36,149.65,318.23,113.89
1049.01,1033.48,-517.78,-84,-541.49,-57.61,143.73,32.87,220.89,52.78,1008.44,1084.62,-398.35,-95.16,-361.68,-10.03,316.34,157.1,317.94,111.31
1046.88,1032.26,-504.89,-84.58,-539.77,-60.48,147.46,30,221.75,52.21,1011.13,1079.01,-396.91,-98.6,-360.54,-12.32,326.94,156.81,317.08,113.6
1050.48,1036.23,-506.61,-85.72,-540.63,-60.76,142.87,27.14,221.75,53.07,1010.52,1083.95,-396.34,-99.46,-361.97,-10.89,330.38,145.07,316.51,111.88
1050.96,1038.97,-509.47,-83.43,-540.63,-61.34,144.02,33.73,222.03,55.07,1010.39,1084.01,-396.91,-92.3,-360.82,-11.75,322.35,154.24,319.09,112.46
1050.96,1035.86,-516.92,-83.43,-541.49,-60.76,145.74,24.84,220.03,54.22,1010.03,1082.79,-401.21,-96.6,-359.1,-14.33,323.79,151.37,316.51,113.03
1051.7,1039.65,-512.34,-83.43,-541.78,-60.19,147.75,34.3,219.17,55.07,1010.39,1076.44,-404.94,-91.72,-359.68,-10.89,322.93,154.24,326.82,111.88
1052.25,1038.97,-512.91,-88.01,-541.21,-60.48,145.45,30.29,217.16,53.64,1010.76,1086.7,-399.49,-92.87,-360.25,-14.04,324.07,154.52,321.95,111.88
1053.28,1037.81,-508.61,-88.3,-542.35,-59.04,146.6,27.42,226.33,59.37,1010.33,1082.79,-394.62,-90.87,-358.24,-12.89,324.65,155.67,312.21,109.02
1052.67,1038.18,-515.2,-85.72,-541.21,-59.62,149.46,34.87,217.45,53.64,1009.72,1082.36,-396.63,-96.6,-359.1,-14.61,323.5,152.23,316.51,120.77
1054.2,1038.79,-516.92,-86.29,-541.78,-60.76,148.6,30.29,221.46,51.92,1009.91,1082.24,-395.48,-106.63,-357.96,-11.75,323.79,151.37,319.09,109.88
1053.89,1040.13,-515.49,-86.87,-546.94,-59.9,149.75,30.57,222.61,51.92,1009.36,1082.79,-396.63,-97.74,-365.12,-14.33,325.51,153.66,319.09,115.9
1053.96,1040.5,-512.91,-84,-541.78,-61.05,147.75,30.29,223.75,61.09,1010.33,1081.45,-398.35,-93.16,-360.82,-14.33,325.22,151.94,322.53,119.62
1055.97,1040.26,-510.62,-90.02,-543.79,-61.34,149.75,29.14,218.31,65.68,1007.83,1082.18,-398.06,-100.32,-357.39,-18.34,322.07,152.52,319.95,109.88
1052.19,1041.48,-511.19,-84.29,-538.63,-59.62,148.6,30.29,215.73,53.36,1012.04,1081.94,-394.62,-94.3,-363.12,-11.18,323.5,153.09,317.37,113.89
1057.31,1041.29,-510.62,-83.43,-535.48,-61.05,146.6,30.57,219.45,55.36,1005.51,1082.3,-395.77,-100.03,-355.09,-13.18,323.21,154.24,317.66,115.04
1058.04,1043.06,-511.19,-84.58,-541.49,-61.34,145.17,32.87,220.89,53.93,1014.73,1081.63,-396.06,-102.04,-359.68,-15.47,322.07,153.09,317.66,110.45
1056.95,1039.58,-510.33,-85.15,-546.08,-60.76,153.19,32.58,220.89,55.07,1011.13,1082.36,-394.62,-98.89,-358.24,-13.18,321.78,153.38,319.09,117.04
1060.73,1046.42,-511.19,-85.15,-545.22,-66.49,145.45,29.14,220.31,55.65,1007.28,1079.37,-394.62,-102.61,-356.81,-11.46,324.65,154.24,317.94,119.62
1051.76,1045.32,-512.34,-85.43,-546.65,-55.89,150.9,28.28,220.89,58.23,1008.87,1086.03,-395.2,-101.75,-359.39,-15.47,325.79,153.66,320.23,111.31
1061.83,1044.22,-514.06,-84,-545.79,-60.19,146.31,33.15,220.03,52.5,999.41,1082.79,-394.62,-100.03,-355.67,-13.18,326.37,150.51,319.66,112.74
1060.24,1045.38,-510.33,-80.85,-547.22,-58.47,150.04,30.57,222.61,56.51,1008.69,1083.89,-399.49,-98.89,-354.52,-14.33,324.07,145.64,319.95,110.45
1063.9,1045.26,-512.91,-83.72,-544.65,-60.76,150.9,31.43,221.46,54.79,1009.84,1077.48,-394.05,-102.04,-358.82,-12.61,326.65,153.95,317.66,113.89
1062.07,1044.16,-512.34,-85.72,-545.22,-59.33,150.61,33.44,222.32,54.79,1008.38,1083.95,-399.21,-102.9,-357.96,-8.6,323.79,152.8,316.51,112.46
1062.32,1053.99,-512.62,-85.43,-545.51,-62.2,151.18,28.57,220.03,54.5,1007.04,1075.83,-395.77,-96.6,-359.1,-9.74,325.22,150.8,316.22,111.6
1063.17,1047.4,-511.76,-82.57,-545.79,-57.04,151.76,26.28,221.46,54.79,1010.09,1081.27,-394.62,-96.31,-358.82,-17.77,322.64,158.25,319.66,111.31
1062.26,1045.75,-511.76,-79.13,-548.08,-52.74,152.9,30,223.47,57.08,1004.41,1081.45,-398.63,-103.47,-360.25,-6.59,321.21,159.97,317.94,114.18
1063.72,1052.34,-512.91,-80.28,-546.94,-60.76,149.18,29.14,222.03,55.07,1007.04,1081.69,-391.18,-92.87,-355.95,-7.74,324.36,152.52,321.09,111.02
1063.54,1048.8,-509.19,-77.12,-548.94,-56.75,151.76,33.73,226.62,55.93,1009.17,1080.29,-399.21,-102.04,-357.39,-8.6,327.51,154.24,314.79,111.6
1064.39,1049.59,-514.63,-79.42,-545.79,-61.91,149.75,29.72,223.47,54.5,1010.21,1081.27,-395.2,-99.46,-357.96,-8.88,325.51,151.08,327.11,111.6
1064.03,1049.66,-511.76,-81.14,-547.51,-60.76,152.04,31.43,224.9,54.5,1007.59,1083.22,-396.91,-98.03,-356.81,-6.88,320.35,151.08,322.24,112.17
1066.1,1050.27,-512.91,-83.43,-543.5,-61.34,149.18,31.43,225.19,53.07,1008.38,1078.88,-395.77,-97.46,-356.24,-11.46,332.67,150.8,319.09,114.75
1064.76,1051.67,-513.2,-83.43,-542.35,-59.04,151.76,31.72,218.59,56.22,1008.5,1082.24,-395.77,-99.75,-356.53,3.15,324.07,153.09,318.23,115.04
1071.47,1051.49,-515.78,-83.72,-548.08,-57.32,152.33,30,220.31,56.79,1008.26,1083.34,-396.34,-98.32,-358.53,-6.3,323.21,153.95,319.37,119.05
1067.02,1052.46,-515.2,-83.43,-548.08,-57.9,150.9,30.29,223.47,50.78,1002.22,1080.9,-395.77,-98.32,-355.95,-5.73,323.21,148.79,320.81,111.31
1067.5,1052.95,-516.06,-84.86,-541.21,-58.47,149.46,31.72,222.89,55.07,1009.17,1079.86,-394.62,-96.6,-361.97,-8.31,325.51,152.23,318.8,111.88
1066.41,1057.59,-520.36,-83.72,-539.77,-59.62,152.62,31.43,221.46,55.36,1008.01,1081.69,-393.19,-96.6,-357.96,-4.01,320.06,160.25,319.66,111.88
1064.39,1052.46,-512.91,-85.15,-547.51,-57.32,154.34,34.3,219.45,55.36,1007.16,1081.94,-392.9,-90.87,-356.24,-11.46,323.21,149.94,319.66,114.75
1063.66,1054.97,-512.62,-82.57,-546.08,-58.47,149.46,30,227.19,53.07,1006.18,1079.92,-398.06,-94.02,-356.53,-3.73,324.07,159.11,317.94,115.04
1063.66,1052.95,-510.62,-86.29,-544.93,-61.62,151.18,32.01,221.17,55.07,1007.89,1079.98,-394.05,-92.3,-357.39,-7.16,323.5,152.8,317.66,111.6
1063.11,1052.83,-510.62,-80.56,-545.51,-60.76,150.9,30,222.89,54.22,1005.69,1080.78,-402.65,-99.17,-356.24,-9.17,325.51,151.94,313.64,113.6
1060.49,1052.16,-508.04,-85.15,-545.79,-57.32,149.75,31.72,222.61,55.36,1003.25,1080.72,-394.34,-93.73,-356.81,-7.16,323.21,154.24,316.8,112.74
1062.68,1050.94,-510.33,-87.44,-546.36,-58.47,149.18,32.58,226.62,54.22,1006.92,1081.2,-395.77,-98.32,-356.24,-9.46,328.66,152.23,321.95,113.6
1055.36,1050.2,-510.33,-86.87,-541.78,-58.18,148.6,30.29,224.33,54.22,1006.67,1078.58,-395.2,-100.03,-355.38,-9.74,322.93,153.09,320.52,116.18
1060.24,1050.39,-506.89,-79.13,-542.07,-58.18,143.73,29.72,223.47,53.36,1007.22,1077.91,-393.76,-96.02,-356.53,-5.16,322.93,155.38,320.23,113.89
1060.67,1050.14,-508.04,-79.13,-543.79,-59.62,148.6,29.14,223.18,53.36,1006.06,1082.36,-395.48,-91.44,-357.39,-6.02,323.21,148.22,319.66,117.04
1060.24,1048.68,-507.75,-84,-542.93,-56.46,148.32,31.72,222.61,50.49,1006.3,1079.62,-395.2,-97.74,-353.95,-10.6,324.65,153.95,318.51,115.61
1059.51,1049.59,-506.32,-82.86,-543.5,-57.04,146.6,27.14,222.61,51.35,1006.79,1079.43,-395.48,-90.58,-352.51,-6.3,324.07,153.38,319.66,115.04
1058.53,1047.7,-506.61,-82,-542.93,-60.76,150.04,37.17,224.33,54.5,1006.92,1079.37,-393.76,-95.74,-357.1,-6.3,322.35,151.37,319.66,112.74
1058.23,1047.64,-506.89,-84.86,-541.49,-55.61,148.32,32.58,221.75,54.22,1005.57,1079.98,-395.2,-96.6,-356.81,-7.74,324.65,151.08,322.24,114.18
1058.04,1047.82,-508.33,-85.72,-540.92,-61.05,148.89,31.43,223.75,55.93,1006.73,1079.86,-395.2,-96.02,-356.81,-6.88,324.36,152.23,323.39,115.32
1057.5,1048.19,-505.17,-83.72,-540.92,-57.61,146.03,32.58,225.47,54.5,1004.96,1079.43,-394.62,-96.02,-356.81,-6.3,322.93,153.38,319.95,114.18
1058.29,1046.6,-503.45,-79.42,-540.92,-53.31,148.6,32.01,221.75,55.36,1003.13,1079.07,-394.05,-102.04,-355.09,-6.88,322.35,151.37,320.81,114.46
1054.99,1045.87,-505.75,-84.58,-540.63,-58.18,145.45,29.72,220.89,54.79,1007.04,1079.25,-394.34,-94.3,-357.39,-5.73,323.79,154.52,320.52,115.32
1058.35,1046.85,-504.03,-81.42,-537.48,-60.19,152.04,29.14,222.03,55.65,1007.59,1079.5,-393.19,-95.45,-356.53,-4.87,324.65,150.22,320.81,111.31
1052,1046.12,-503.45,-84.86,-537.77,-59.33,149.18,30.29,219.74,54.79,1004.9,1080.23,-396.63,-96.02,-356.24,-6.88,321.21,153.38,321.09,112.46
1044.56,1045.14,-502.88,-84,-538.63,-59.04,145.17,30.29,221.75,47.62,1001.54,1079.92,-394.62,-98.32,-361.11,-6.3,323.5,152.23,319.66,114.18
1055.6,1045.5,-501.45,-81.14,-537.77,-59.62,142.87,32.01,220.6,54.22,1006.61,1079.25,-392.33,-95.45,-356.53,-4.87,323.5,151.08,318.51,114.46
1055.85,1044.89,-504.89,-76.84,-540.63,-58.76,148.89,29.43,221.17,53.64,1005.33,1079.8,-392.33,-90.58,-355.95,-9.74,320.06,153.38,317.08,116.47
1055.85,1045.44,-504.6,-78.56,-536.62,-59.62,148.89,29.43,221.46,53.36,1005.45,1081.14,-394.34,-96.31,-356.81,-8.6,323.5,155.38,317.37,116.47
1054.75,1042.7,-501.45,-83.72,-538.05,-58.18,145.17,33.44,222.61,52.21,1004.53,1078.15,-393.19,-98.89,-357.1,-6.3,322.07,155.67,326.25,114.75
1053.89,1042.39,-504.89,-82.57,-537.2,-61.05,145.17,29.14,224.61,54.79,1004.05,1080.47,-391.76,-98.89,-356.53,-5.16,323.5,151.94,319.37,112.74
1056.82,1043.73,-501.16,-86.87,-537.2,-55.89,148.32,34.87,221.17,52.78,999.84,1079.5,-395.77,-99.75,-356.24,-6.02,322.93,150.51,319.95,117.04
1051.94,1042.03,-501.16,-84.86,-539.2,-57.32,142.87,28.57,220.6,53.36,1005.51,1078.76,-394.62,-98.6,-357.1,-6.02,322.93,155.67,319.66,115.04
1060.24,1042.94,-504.31,-82,-535.19,-59.04,149.75,28,219.74,55.07,1005.15,1077.42,-389.46,-100.03,-352.8,-6.88,324.07,155.95,317.94,114.75
1053.89,1042.51,-509.47,-83.43,-536.34,-57.04,146.03,32.01,218.59,54.5,1005.45,1081.39,-394.34,-98.32,-359.1,-6.88,323.21,154.81,317.08,115.04
1054.02,1043,-501.73,-77.12,-530.32,-59.04,147.75,31.15,218.59,55.93,1005.45,1077.73,-398.06,-95.74,-354.23,-8.88,323.21,155.38,323.39,115.9
1053.53,1041.35,-501.73,-84,-537.2,-55.03,150.32,31.72,220.89,53.36,1005.33,1079.62,-391.76,-97.17,-356.24,-5.73,322.64,151.08,320.81,113.32
1053.04,1040.07,-498.01,-85.15,-535.48,-55.61,148.32,28.57,215.16,55.93,1005.57,1078.34,-392.33,-93.73,-355.67,-12.04,322.93,157.96,318.8,116.47
1051.82,1041.48,-498.3,-81.14,-535.48,-54.75,147.46,27.42,218.59,55.65,1005.69,1078.95,-393.76,-94.02,-356.24,-6.59,325.22,151.94,318.51,116.75
1053.65,1041.23,-497.72,-84.86,-534.62,-57.32,148.89,25.13,218.31,56.22,1007.04,1078.58,-393.76,-94.02,-356.24,-9.74,322.93,151.94,322.53,115.32
1052.25,1040.5,-499.16,-80.28,-535.19,-55.61,150.61,32.01,219.74,54.79,1005.21,1078.21,-393.19,-95.74,-355.09,-8.31,323.79,152.52,315.08,113.03
1052.31,1040.38,-499.44,-78.84,-536.34,-54.46,142.87,31.43,217.74,53.07,1004.47,1080.72,-394.05,-97.46,-356.24,-9.74,319.78,152.52,319.95,113.89
1052.19,1041.42,-497.15,-82.86,-534.9,-53.89,147.17,32.87,223.75,60.23,1004.35,1077.97,-394.62,-102.9,-355.67,-8.31,324.07,149.08,318.8,111.88
1052.8,1040.56,-500.59,-81.14,-538.34,-54.46,144.88,30,218.31,54.79,1004.6,1078.95,-392.33,-96.88,-351.94,-9.46,322.35,155.95,319.37,116.47
1052.19,1040.87,-495.72,-79.42,-537.2,-57.04,146.6,32.87,220.89,55.65,1004.23,1078.27,-393.76,-90.87,-353.09,-5.73,322.07,151.08,320.23,115.04
