 Draw_LOAD2, Draw_LOAD3, Draw_STN01, Draw_STN02, Draw_STN03, Draw_STN04, Draw_STN05, Draw_STN06, Draw_STN07, Draw_STN08, Pin_LOAD2, Pin_LOAD3, Pin_STN01, Pin_STN02, Pin_STN03, Pin_STN04, Pin_STN05, Pin_STN06,Pin_STN07,Pin_STN08
1015.26,1004,-467.92,-80.85,-495.36,-49.3,135.14,26.28,210.57,51.06,989.95,1063.08,-378.29,-91.72,-352.23,-21.2,313.76,145.35,310.2,131.94
1014.22,1004.92,-465.92,-82.28,-497.65,-52.17,136.57,31.15,212.29,53.64,987.45,1062.53,-378.58,-89.43,-333.32,-17.48,312.04,146.79,311.64,111.31
1015.08,1007.42,-465.34,-80.28,-497.36,-51.31,139.72,31.43,212.58,53.93,971.09,1060.33,-378,-88.57,-345.92,-19.49,315.48,147.93,311.06,112.17
1017.27,1007.85,-468.5,-82.86,-497.08,-49.59,135.14,30.57,210.86,54.79,986.04,1062.41,-378.58,-90.01,-348.22,-18.34,308.6,146.21,308.77,112.46
1013.61,1003.45,-467.64,-80.28,-495.93,-53.6,137.72,20.55,211.43,51.06,987.57,1066.31,-379.15,-90.29,-346.78,-20.63,310.32,146.21,310.78,111.31
1015.2,1003.7,-465.06,-81.14,-497.36,-49.3,138,29.14,215.73,52.5,989.83,1055.33,-378.58,-90.29,-347.64,-31.52,307.74,143.92,309.92,113.89
1015.62,1003.76,-474.51,-79.42,-497.65,-52.74,136,28,218.02,53.07,982.75,1065.34,-376,-90.29,-348.79,-17.77,311.18,149.94,310.49,111.6
1016.05,1006.26,-469.64,-76.27,-495.36,-51.02,133.42,28.57,215.73,52.5,981.71,1061.55,-375.71,-87.14,-348.79,-22.06,311.75,152.8,309.92,112.74
1015.08,1003.82,-467.06,-79.42,-497.08,-49.87,136.57,30.86,212,54.22,984.52,1063.81,-380.87,-92.3,-348.79,-24.93,300.29,144.49,309.92,112.17
1014.83,1005.65,-469.64,-72.54,-496.79,-47.58,135.71,30.86,212.86,53.07,982.87,1060.64,-386.31,-83.7,-348.79,-21.78,311.75,148.5,307.05,111.6
1015.08,1003.39,-466.78,-80.85,-497.36,-50.45,132.84,28.57,212.86,53.36,998.13,1066.92,-376.28,-85.99,-349.36,-20.63,310.61,147.64,316.8,110.16
1015.62,1004.37,-467.64,-81.42,-498.51,-49.01,134.56,32.01,212.86,49.92,989.58,1061.25,-377.72,-83.41,-348.79,-19.49,308.03,154.24,307.63,111.02
1016.66,1005.47,-468.5,-85.15,-497.65,-47.58,135.71,31.43,213.44,53.07,986.04,1064.48,-380.58,-92.58,-346.21,-20.06,306.31,146.79,311.06,115.32
1013.73,1003.21,-467.64,-74.83,-495.36,-51.88,136,28.57,212.58,54.79,986.29,1056.85,-378.29,-81.7,-346.5,-22.92,302.87,145.07,311.06,111.31
1016.05,1004.73,-469.93,-80.56,-496.51,-50.45,138.58,28.28,217.16,53.64,985.61,1061.86,-378.29,-88.57,-347.64,-23.78,312.04,145.07,310.2,115.9
1015.69,1004.61,-467.35,-80.56,-495.93,-47.01,136,29.14,207.71,54.22,986.65,1068.02,-378,-83.7,-345.35,-21.49,309.17,145.64,309.92,117.04
1016.78,1004.06,-467.64,-76.27,-495.07,-50.45,139.44,28.57,211.43,52.5,985.98,1056.55,-378.58,-96.6,-350.51,-19.2,309.75,147.36,308.2,110.45
1010.07,1003.88,-466.49,-82.28,-492.78,-48.15,137.72,27.42,211.14,54.5,986.35,1061.61,-377.43,-89.43,-341.05,-20.06,311.75,144.49,311.92,120.48
1016.24,1005.83,-465.92,-81.42,-496.22,-49.01,142.01,28,210.86,53.36,986.29,1062.28,-381.73,-90.29,-342.48,-21.78,310.89,162.55,311.92,113.03
1014.89,1002.23,-469.07,-81.71,-493.93,-51.59,136,26.85,212,51.06,983.72,1064.97,-375.14,-91.15,-343.34,-16.62,308.89,146.5,305.91,112.46
1015.01,1003.27,-465.63,-80.56,-497.36,-47.01,137.43,29.14,210.86,51.92,991.53,1063.14,-381.73,-85.71,-343.92,-28.66,310.03,148.5,312.78,114.75
1014.1,1002.29,-470.79,-83.43,-490.49,-54.46,137.14,27.14,211.72,53.07,976.76,1060.82,-381.73,-82.27,-347.93,-12.61,310.61,148.79,312.21,112.46
1013.92,1003.39,-467.06,-80.56,-495.07,-49.87,135.71,34.59,215.16,54.5,998.19,1061.61,-376.86,-86.85,-347.07,-20.06,312.9,148.5,308.2,114.46
1015.69,1004.43,-470.21,-78.84,-494.79,-51.02,138.58,28.57,210.57,51.92,976.95,1062.89,-379.15,-88.29,-346.78,-23.78,315.19,143.92,322.24,113.03
1016.36,1003.63,-471.65,-74.26,-495.07,-50.45,135.71,31.15,208.85,53.64,995.26,1061.06,-377.14,-90.58,-347.07,-20.92,302.87,149.36,309.35,113.03
1013.73,1004.92,-466.49,-76.84,-495.07,-45.58,136,30.29,216.88,53.93,984.33,1056.61,-377.43,-82.56,-347.36,-19.49,314.9,146.79,311.06,113.6
1018.74,1002.23,-465.34,-75.41,-495.93,-49.01,133.7,31.15,212.58,53.64,983.78,1065.15,-378,-92.58,-347.07,-20.06,309.75,145.07,310.78,113.6
1012.02,1005.47,-464.77,-72.54,-495.36,-48.15,131.41,29.14,213.44,50.49,987.02,1066.68,-378.29,-87.43,-347.07,-17.19,312.04,148.22,311.64,111.31
1012.45,1003.39,-467.64,-80.85,-495.93,-50.45,136.86,27.42,213.44,51.92,985.43,1064.48,-380.58,-89.15,-347.36,-18.91,309.75,152.8,312.5,116.18
1015.08,1004.61,-465.92,-81.71,-494.21,-47.58,135.71,29.14,212.29,53.36,985.92,1059.96,-382.3,-89.72,-335.61,-20.63,310.89,149.08,311.92,114.18
1014.4,1005.34,-467.06,-81.14,-488.2,-49.01,137.43,30.86,211.43,51.35,984.58,1058.74,-377.14,-89.15,-345.06,-22.64,310.89,147.36,311.64,111.88
1014.83,1005.59,-465.34,-80.28,-494.21,-50.45,134.85,32.01,210.28,53.07,985.55,1061.8,-384.02,-89.72,-348.22,-18.63,310.32,150.22,311.64,114.46
1016.3,1004.18,-464.77,-82.28,-493.64,-50.16,138,33.15,212.86,55.65,986.16,1062.22,-378,-93.44,-347.64,-18.91,310.61,146.5,300.46,115.9
1014.22,1004.43,-464.2,-82,-495.07,-57.61,136,31.43,210,53.64,985.61,1060.15,-379.72,-83.13,-348.22,-21.78,312.33,147.36,313.36,115.04
1012.15,1003.94,-468.21,-79.99,-495.07,-49.59,138.58,28,214.01,53.64,984.58,1060.09,-377.72,-90.58,-349.65,-14.61,310.89,147.93,313.36,115.04
1016.17,1004.12,-470.79,-81.42,-493.93,-49.87,136,30.57,210,54.22,986.1,1061.25,-376.86,-89.15,-345.06,-18.91,309.46,145.93,311.06,112.46
1015.26,1004.79,-468.21,-77.12,-493.93,-51.02,134.56,28,213.15,50.2,988.54,1060.76,-378.58,-92.58,-349.93,-16.91,310.89,150.22,311.64,134.52
1013.18,1002.78,-463.05,-76.27,-495.07,-47.58,137.14,29.72,217.45,56.22,982.56,1059.54,-377.43,-91.72,-347.64,-20.63,310.89,146.5,311.92,113.6
1015.08,1002.11,-467.92,-79.42,-495.07,-50.45,137.14,27.42,207.71,54.79,993.49,1059.9,-376.86,-93.73,-347.36,-17.77,308.89,148.79,313.07,115.04
1015.56,1003.51,-468.78,-80.56,-493.93,-49.3,138,29.72,213.72,52.21,986.59,1061.86,-378.58,-89.72,-349.36,-23.21,316.05,148.5,311.06,111.6
1015.2,1003.15,-471.07,-81.42,-492.78,-50.45,134.56,29.14,214.58,50.2,985.19,1062.71,-378.86,-92.3,-347.64,-19.77,300,146.21,311.64,113.32
1014.22,1004.43,-469.07,-80.56,-493.07,-51.02,135.42,28.28,214.3,55.93,988.48,1061.73,-379.15,-90.87,-347.93,-5.73,313.18,147.36,311.92,113.6
1015.62,1004.24,-466.49,-81.71,-492.21,-49.01,136.86,28,208.85,54.22,976.15,1059.17,-375.42,-90.87,-347.07,-20.92,312.04,145.07,312.21,112.74
1015.26,1003.27,-465.06,-77.12,-495.36,-48.73,138.29,29.14,211.43,60.52,983.66,1061.92,-377.14,-89.72,-347.64,-20.92,322.93,146.79,311.92,111.88
1015.93,1004.73,-467.92,-82,-495.36,-49.59,140.29,29.14,212.86,56.51,968.46,1061.49,-376,-90.29,-348.22,-17.77,311.18,156.53,309.06,114.18
1014.89,1004.06,-467.35,-80.56,-489.63,-47.87,139.44,26.85,212.58,55.07,985.19,1057.71,-377.14,-83.99,-346.78,-21.49,312.61,140.48,309.35,113.89
1014.89,1002.66,-465.06,-82.28,-492.78,-52.45,139.15,28.28,211.43,50.2,985.13,1058.99,-380.29,-91.44,-347.07,-20.06,310.61,152.52,310.78,112.17
1016.72,1004.49,-466.2,-80.56,-491.63,-47.01,138.29,28.86,211.72,52.5,985.74,1058.68,-377.14,-91.44,-347.64,-18.34,310.32,135.61,307.05,114.46
1015.32,1004.98,-467.64,-80.56,-493.07,-47.58,136.28,27.42,211.72,51.06,984.94,1063.99,-383.16,-83.7,-347.07,-17.19,310.32,147.36,312.21,115.04
1016.54,1004.12,-464.77,-79.99,-493.64,-50.16,139.72,28.57,213.72,55.36,985.06,1058.62,-370.84,-90.58,-347.93,-16.05,310.61,151.66,315.36,114.46
1015.08,1003.7,-468.21,-78.56,-493.07,-54.46,142.87,28.28,210.57,51.92,984.94,1059.05,-382.3,-85.42,-349.08,-20.06,309.46,147.36,301.32,113.6
1016.3,1004.12,-465.63,-79.42,-495.36,-52.17,143.73,29.43,211.72,50.78,984.58,1061.18,-382.01,-93.44,-345.64,-20.06,310.61,147.36,310.49,116.47
1011.78,1004.86,-468.78,-82,-493.35,-54.46,138.58,29.72,210.86,53.07,985.98,1062.1,-378.58,-77.11,-346.5,-18.91,310.89,146.21,315.65,111.31
1015.93,1001.38,-469.35,-81.42,-492.49,-51.02,139.72,30.57,212.29,52.78,985.43,1058.93,-377.72,-84.56,-347.64,-18.63,310.61,148.22,305.62,118.76
1019.59,1003.88,-466.2,-76.27,-492.78,-48.73,137.72,31.43,212.29,55.07,985.25,1059.66,-378.29,-90.29,-347.07,-20.92,311.75,146.5,311.64,121.91
1020.69,1001.56,-471.36,-78.84,-494.5,-49.59,134.56,25.13,211.72,51.92,984.76,1061.06,-377.43,-86.85,-339.91,-18.34,310.32,147.07,310.78,115.9
1016.17,1002.9,-469.07,-81.14,-494.5,-46.72,132.84,27.42,210.57,52.78,985.86,1060.64,-377.14,-92.01,-346.5,-23.5,311.18,148.79,311.06,117.04
1016.11,1003.63,-469.07,-81.42,-492.78,-47.87,136.86,36.31,212.86,54.22,982.87,1059.48,-377.14,-91.44,-347.07,-21.78,311.18,147.64,312.78,112.74
1014.83,1002.17,-465.34,-81.71,-492.78,-48.15,140.01,27.42,208.57,53.07,985.98,1059.35,-379.15,-88.86,-351.08,-27.8,309.46,148.22,313.93,111.6
1016.6,1004.92,-469.35,-74.55,-494.21,-49.3,137.43,26.85,210.57,51.92,985.25,1061.86,-378,-90.87,-346.5,-24.64,311.75,146.21,311.06,113.89
1015.87,1006.26,-463.34,-80.56,-494.21,-47.87,137.43,29.43,213.15,51.35,979.57,1060.33,-377.43,-88.29,-349.08,-22.92,313.47,148.79,310.49,113.03
1014.89,1003.39,-467.06,-81.14,-492.78,-47.01,136.86,28.57,209.71,54.79,984.94,1060.57,-376,-85.13,-349.65,-22.92,309.46,148.5,312.78,113.6
1015.75,1004.24,-464.77,-72.54,-491.35,-48.15,136.28,25.7,212.86,53.64,987.02,1058.93,-378.58,-92.3,-348.79,-29.8,311.47,148.5,310.78,114.46
1015.81,1003.82,-465.34,-82.57,-496.22,-48.44,133.99,31.72,210,49.92,974.44,1057.71,-380.29,-90.29,-349.36,-24.07,312.33,154.81,311.06,111.31
1015.38,1004.67,-467.06,-82,-487.91,-48.15,136.86,28.28,211.14,49.92,998.55,1060.45,-375.71,-85.99,-348.22,-22.92,311.18,142.2,308.2,114.75
1015.56,1005.34,-465.92,-81.14,-491.92,-50.73,137.43,28.57,214.01,52.78,981.52,1058.62,-377.72,-91.44,-348.22,-23.5,314.9,153.95,311.06,112.46
1016.17,1004.18,-465.63,-80.28,-495.07,-47.01,137.43,26.85,211.43,50.2,984.15,1060.57,-376,-85.42,-348.22,-22.92,310.32,148.22,309.92,112.17
1015.93,1004,-466.78,-79.13,-494.21,-54.75,134.56,25.7,204.84,49.63,985.43,1057.28,-378,-89.15,-349.93,-22.92,320.64,150.8,310.78,113.6
1016.05,1005.22,-465.34,-73.69,-493.93,-42.14,135.71,28,210,52.21,985.25,1063.81,-377.14,-85.99,-350.51,-22.35,312.33,148.5,306.48,110.45
1015.93,1004.67,-465.34,-73.4,-493.64,-49.87,135.14,27.71,210.28,55.36,984.39,1062.77,-375.71,-79.98,-349.36,-24.36,312.33,149.08,311.06,115.32
1016.24,1004.37,-467.06,-80.85,-494.5,-48.73,139.72,26.85,210.28,53.07,984.15,1057.28,-379.72,-90.87,-349.08,-21.78,311.75,154.81,311.64,112.17
996.15,1005.47,-464.77,-77.12,-492.78,-47.87,131.7,29.43,210,56.51,984.94,1060.82,-373.7,-90.29,-351.08,-20.63,312.61,147.93,309.92,109.3
1016.05,1004.73,-463.91,-82.28,-493.35,-47.3,138.29,30.29,207.99,56.79,984.82,1060.57,-383.73,-88.86,-350.22,-24.64,309.75,146.5,313.36,110.45
1015.56,1005.1,-465.92,-82.28,-490.49,-47.58,136,30.86,209.43,60.23,984.15,1059.66,-382.59,-87.43,-355.09,-25.5,309.75,148.79,309.92,114.18
1015.44,1002.29,-465.63,-80.56,-491.63,-48.15,138.86,28.28,214.01,51.06,984.58,1059.48,-374.85,-88.86,-350.22,-25.22,310.03,151.37,309.35,112.46
1016.54,1002.23,-469.35,-79.7,-493.93,-50.45,134.56,27.42,212.58,53.07,984.27,1060.82,-380.29,-85.99,-350.79,-28.94,310.89,149.65,313.07,114.18
1015.08,1004.43,-464.48,-80.56,-493.07,-49.87,137.43,22.55,209.43,51.92,985,1060.45,-376.28,-86.28,-350.22,-17.77,309.17,148.5,309.92,113.89
1015.62,1004.86,-465.06,-79.42,-494.5,-48.73,136.86,27.14,207.71,50.49,982.2,1059.66,-378,-91.15,-350.51,-24.93,313.18,147.93,311.06,114.18
1015.62,1004.18,-471.36,-81.14,-494.21,-50.16,138,26.28,217.74,55.36,987.02,1059.41,-378,-86.57,-349.36,-24.64,310.61,149.08,312.21,120.48
1015.56,1004.18,-471.36,-77.12,-493.35,-46.44,135.42,28.57,208.28,55.36,985.19,1060.21,-376,-89.43,-347.64,-23.21,310.61,147.93,310.78,114.75
1017.15,1005.04,-464.48,-75.41,-495.07,-43,135.71,28.57,213.44,55.36,984.09,1061.18,-377.72,-84.27,-349.93,-24.07,310.32,149.94,311.64,110.74
1017.03,1004.55,-467.64,-82.28,-494.21,-47.58,135.71,27.14,210,57.65,984.94,1062.71,-376.86,-90.29,-349.08,-26.65,311.18,146.79,311.92,113.6
1014.4,1003.7,-466.49,-76.55,-487.05,-49.59,134.85,26.85,210.86,52.21,984.15,1058.99,-376,-83.41,-350.51,-25.22,312.33,143.92,310.49,120.48
1016.05,1004.49,-466.2,-82.57,-492.78,-49.87,135.14,26.56,210.57,55.93,985.55,1060.76,-372.56,-91.44,-348.22,-21.2,308.31,148.79,310.49,115.9
1014.16,1004.43,-465.63,-82.86,-493.93,-46.72,132.84,25.13,208.57,57.08,985.06,1061.18,-378.58,-92.01,-347.93,-25.22,309.46,148.79,311.06,115.04
1013.92,1004.61,-466.78,-80.28,-491.92,-53.31,135.14,24.84,210,53.36,983.97,1058.93,-376.86,-92.58,-351.08,-24.64,312.33,149.94,314.5,115.04
1016.11,1003.88,-467.92,-82.57,-492.49,-53.6,129.41,26.85,208.57,52.5,974.69,1059.41,-377.43,-90.29,-348.5,-24.64,313.76,146.5,311.06,113.89
1009.77,1003.76,-466.2,-78.84,-491.92,-48.15,133.99,29.72,209.14,54.22,984.33,1060.7,-376,-83.41,-350.51,-22.92,312.61,149.65,311.64,112.46
1014.77,1004,-464.2,-82.57,-493.64,-48.44,134.56,28.57,209.43,50.49,985.43,1060.57,-376.28,-89.72,-349.93,-23.78,308.31,149.94,309.92,117.04
1014.89,1007.85,-463.62,-83.43,-493.35,-44.72,132.56,29.72,209.43,52.21,983.11,1059.96,-378,-91.72,-349.36,-24.64,311.75,147.64,313.36,110.45
1014.4,999.18,-463.91,-83.43,-493.07,-51.59,131.98,32.58,210.28,53.36,985.19,1060.33,-375.71,-92.01,-348.22,-24.64,311.47,144.49,311.06,113.89
1015.2,999.85,-466.49,-81.42,-492.78,-45,132.84,33.15,212.86,52.5,984.27,1059.29,-377.43,-88.86,-347.64,-24.64,309.46,151.37,312.21,113.6
1021.06,1003.94,-463.91,-75.98,-493.64,-47.01,133.42,24.84,210,53.36,982.14,1061.67,-376.86,-84.56,-348.22,-25.5,311.47,149.65,308.77,114.18
1014.47,1003.82,-473.94,-82.28,-493.64,-47.01,134.56,30,207.42,52.78,983.05,1058.62,-378.58,-89.15,-349.36,-29.23,310.89,148.5,310.49,111.88
1014.1,1002.41,-476.8,-78.56,-493.35,-49.01,135.14,28,213.15,54.22,986.41,1059.23,-378,-91.72,-349.08,-27.51,309.17,149.65,312.5,116.18
1014.22,1002.29,-466.2,-82.28,-493.64,-45.86,136.28,28.28,217.16,53.36,984.27,1059.35,-375.42,-91.72,-350.79,-21.78,312.61,148.22,312.21,114.46
1015.14,1003.76,-466.78,-83.43,-491.92,-50.45,137.43,25.42,211.43,50.78,984.09,1060.15,-376,-93.73,-348.79,-23.21,310.61,147.36,309.35,114.46
1013.98,1003.76,-465.92,-75.69,-495.65,-48.15,138.58,25.7,210.28,49.92,985.19,1058.8,-376.86,-93.73,-347.93,-22.35,309.46,150.22,311.64,116.47
1014.28,1003.27,-466.78,-79.99,-495.07,-47.3,140.01,29.72,212.29,59.09,983.97,1059.05,-376.28,-87.71,-347.93,-24.36,308.31,148.5,311.35,113.6
1014.4,1003.02,-466.2,-87.73,-490.77,-51.02,137.72,25.7,210.57,51.92,984.03,1060.21,-375.71,-91.44,-347.93,-23.78,310.03,149.65,311.64,112.17
1014.77,1002.78,-467.92,-83.14,-495.93,-47.01,136.86,29.43,210.28,49.92,984.21,1060.57,-378.29,-90.87,-347.93,-23.78,310.89,148.79,309.92,113.03
1014.59,1004.98,-464.77,-84,-492.49,-48.15,138,27.42,215.16,52.5,984.15,1060.7,-376,-83.99,-345.64,-24.64,310.61,147.36,312.78,115.9
1014.22,1002.41,-466.78,-82.28,-493.35,-49.01,139.15,28.86,214.01,51.92,984.21,1059.9,-379.72,-89.15,-348.22,-26.08,312.04,147.64,311.64,115.32
1014.22,1002.9,-464.77,-79.42,-492.49,-48.15,138.86,28,210.86,53.36,983.97,1060.64,-377.43,-84.56,-348.79,-24.93,311.47,147.93,315.08,112.46
1015.75,1003.15,-464.48,-77.7,-490.2,-47.01,135.42,26.85,210.57,50.78,984.21,1060.51,-376.86,-88,-349.08,-24.93,309.46,150.22,313.07,115.9
1014.34,1003.39,-466.2,-80.56,-490.49,-47.58,140.58,27.14,210.86,47.62,984.09,1059.41,-375.14,-89.15,-349.65,-23.21,309.46,149.65,311.92,113.89
1014.59,1002.17,-464.77,-81.71,-493.35,-47.3,133.99,30.29,211.14,50.78,982.87,1059.05,-374.56,-86.85,-348.22,-22.64,311.18,148.5,312.78,114.18
1015.08,1004.24,-463.91,-83.43,-487.62,-46.15,136.28,29.43,210,54.79,984.94,1060.7,-374.56,-85.99,-345.64,-24.64,313.76,147.93,310.49,117.61
1014.83,1003.51,-464.77,-82.86,-496.51,-49.59,138.29,30.29,209.14,52.5,984.27,1060.94,-376.86,-89.43,-346.5,-23.78,304.02,147.64,311.35,111.6
1014.89,1004,-463.05,-83.72,-491.35,-48.15,136.86,33.73,213.72,53.64,984.03,1057.28,-375.14,-91.15,-350.22,-24.36,312.9,148.5,311.92,112.46
1013.24,1004,-467.06,-82.28,-492.21,-41.28,138.29,27.71,213.15,50.78,984.82,1062.1,-376,-92.87,-344.49,-26.36,312.04,147.93,310.78,114.75
1015.69,1003.39,-462.76,-78.56,-493.07,-44.14,142.01,28.57,210.28,52.21,985.43,1059.9,-375.42,-91.44,-346.5,-22.92,312.61,153.38,311.06,114.75
1021.73,1002.96,-462.76,-82.28,-491.63,-49.87,141.44,29.72,209.71,53.07,983.66,1059.96,-374.85,-92.01,-349.36,-24.07,310.61,150.22,309.63,114.18
1017.03,1003.94,-463.34,-76.84,-491.06,-49.87,135.71,25.99,210.57,51.64,984.76,1060.82,-374.85,-92.87,-348.79,-24.64,311.75,150.22,311.92,114.46
1014.47,1003.51,-462.76,-78.84,-491.63,-46.72,135.14,28,211.14,52.21,984.27,1060.21,-378,-84.85,-348.22,-24.64,307.17,149.65,308.49,114.75
1014.71,1002.29,-463.34,-80.56,-491.35,-49.59,132.84,25.99,211.72,52.78,984.03,1059.35,-375.71,-91.72,-348.79,-22.35,309.75,149.94,313.07,114.75
1016.54,1003.88,-464.2,-78.27,-490.77,-48.44,135.71,26.28,211.43,57.08,984.09,1059.48,-376,-87.14,-347.36,-24.36,312.04,146.21,310.49,114.46
1014.89,1004,-463.62,-78.27,-486.76,-45.29,136,31.43,211.43,51.64,983.05,1056.97,-377.43,-86.85,-347.64,-28.08,310.89,146.21,311.64,114.75
1014.47,1000.95,-462.19,-81.42,-492.49,-45.86,138,31.15,211.14,53.07,983.84,1058.8,-376.28,-91.72,-348.5,-24.64,309.75,152.52,311.06,112.74
1014.59,1002.78,-463.62,-79.42,-493.07,-46.72,135.42,29.14,210,52.5,982.75,1060.39,-375.42,-87.14,-347.36,-23.5,309.17,149.36,309.92,114.18
1015.08,1003.76,-463.91,-81.14,-491.63,-45.86,135.42,31.43,211.14,48.77,984.09,1059.78,-377.43,-88,-344.78,-21.78,307.17,147.36,307.63,118.76
1014.47,1004.37,-463.34,-79.13,-493.07,-48.73,137.14,30.29,213.15,52.78,984.94,1060.21,-376,-89.43,-349.08,-21.49,307.74,145.35,310.2,112.17
1013,1003.88,-465.92,-79.42,-491.35,-50.16,138.58,28.28,206.27,53.64,984.27,1058.19,-374.56,-85.13,-347.36,-23.5,312.04,148.22,309.92,114.75
1014.22,1004,-466.2,-77.12,-491.92,-48.15,140.01,25.13,218.31,52.21,983.84,1060.39,-376.28,-84.85,-348.22,-23.21,310.32,147.93,309.63,113.6
1014.83,1004.24,-463.05,-76.27,-493.93,-47.3,142.59,29.43,215.16,52.21,984.09,1058.62,-374.85,-88.57,-348.22,-21.78,309.46,147.36,308.77,111.88
1016.42,1006.08,-462.48,-68.53,-491.92,-48.44,133.42,29.72,211.43,53.07,983.97,1058.8,-373.42,-88.57,-351.65,-17.19,308.89,146.79,309.92,113.6
1013.79,1002.41,-461.04,-71.97,-493.07,-48.44,133.99,30.29,209.14,52.5,984.94,1059.23,-375.14,-91.44,-348.79,-21.2,309.75,145.64,311.06,115.32
1013.18,1003.33,-465.34,-73.97,-492.49,-49.87,135.14,23.41,209.43,58.8,983.23,1060.09,-375.42,-84.85,-347.64,-18.63,308.31,151.37,308.77,112.17
1014.59,1004.86,-470.5,-73.69,-490.2,-48.73,134.56,26.28,210,52.5,963.76,1060.39,-378.58,-88.57,-346.78,-24.64,312.61,145.35,309.35,113.03
1014.65,1004.86,-464.77,-79.42,-495.36,-49.3,137.43,26.56,206.85,50.78,984.94,1060.45,-375.71,-90.87,-346.78,-24.64,309.75,147.36,310.2,113.03
1014.22,1003.63,-462.19,-75.98,-488.77,-51.88,133.99,27.14,212.29,49.06,983.11,1058.8,-372.56,-88.29,-347.07,-21.2,309.17,150.22,311.64,116.18
1014.65,1003.63,-464.77,-78.84,-495.93,-45.58,134.85,28.28,210.57,57.08,986.9,1058.26,-375.42,-92.87,-347.93,-20.63,309.75,148.79,314.79,113.89
1015.08,1004.79,-462.76,-69.1,-489.34,-47.58,137.14,27.71,210,51.92,984.33,1060.7,-375.42,-92.58,-347.93,-22.35,310.61,148.22,307.34,114.46
1015.32,1004.12,-462.19,-78.27,-491.92,-51.02,133.42,28,209.14,58.8,984.27,1057.52,-373.42,-91.44,-347.64,-21.49,308.03,147.36,307.63,113.89
1012.76,1002.78,-462.19,-80.85,-488.48,-43.57,136.86,26.85,208.28,52.5,984.7,1065.03,-373.7,-96.6,-345.92,-22.35,310.32,147.07,308.77,114.18
1016.66,1003.15,-462.19,-79.7,-494.79,-46.44,135.71,27.42,210.28,51.06,984.82,1059.23,-375.42,-86.57,-346.78,-19.77,309.17,146.21,306.19,108.44
1020.57,1004.31,-463.05,-78.84,-493.07,-46.44,138.58,28,209.71,51.92,983.84,1060.45,-378,-85.71,-347.64,-21.2,310.03,144.49,308.77,116.18
1015.38,1004.31,-464.48,-77.12,-492.49,-51.59,132.27,28.28,209.43,50.78,983.36,1059.84,-376,-86.28,-347.64,-20.92,308.03,147.64,306.77,116.47
1013.73,1003.15,-464.48,-80.56,-491.63,-47.87,135.71,26.85,206.56,51.35,983.97,1058.32,-374.56,-87.71,-345.92,-22.92,310.32,146.5,308.2,113.03
1012.88,1003.33,-462.19,-80.28,-491.92,-47.58,134.85,29.72,207.71,53.36,983.72,1059.41,-376.86,-94.59,-345.06,-21.49,310.03,146.21,306.48,114.18
1015.81,1003.02,-461.9,-79.13,-493.07,-47.01,138.58,30.29,209.14,49.92,983.54,1059.96,-376.28,-86.85,-347.64,-20.06,309.17,147.93,308.2,114.46
1011.96,1003.63,-463.34,-76.55,-492.49,-45.29,141.44,29.43,212.29,50.2,984.76,1059.35,-375.14,-88,-343.06,-23.5,308.6,147.64,308.2,112.46
1004.7,1003.88,-460.19,-80.28,-491.06,-47.01,141.44,32.58,212.58,53.64,982.93,1058.93,-373.99,-91.44,-349.08,-18.34,308.6,147.07,309.35,105.58
1014.47,1004.61,-466.78,-79.99,-491.92,-48.44,145.17,28.57,208.28,50.78,986.65,1059.6,-375.42,-91.72,-340.77,-17.19,308.03,146.79,307.05,113.32
1015.38,1002.54,-461.62,-79.42,-493.07,-44.72,141.73,24.84,212.29,51.06,985.8,1059.35,-376,-90.58,-349.36,-19.77,310.32,145.35,308.2,111.6
1014.89,1004,-465.34,-74.26,-492.49,-47.87,137.43,28.28,210,52.78,982.44,1058.74,-375.71,-88.29,-348.79,-18.05,309.17,145.93,309.35,111.6
1014.28,1001.44,-461.62,-80.85,-491.92,-47.87,137.14,23.98,209.14,52.5,985.68,1058.99,-373.99,-88.86,-348.79,-19.77,305.73,147.93,307.63,111.88
1013.67,1002.72,-462.76,-81.42,-492.49,-48.15,134.85,26.85,204.84,53.64,976.4,1059.84,-374.28,-89.72,-346.5,-26.94,312.9,149.65,306.77,115.04
1014.89,1003.45,-462.19,-75.98,-491.63,-47.87,133.13,22.84,206.27,54.79,991.9,1058.62,-375.14,-84.56,-346.78,-19.77,306.59,146.79,308.2,111.88
1014.65,1003.45,-462.19,-79.13,-491.06,-48.73,134.28,22.26,207.71,47.91,991.29,1062.28,-375.42,-89.15,-347.07,-19.49,310.03,147.93,308.49,111.88
1015.38,1002.29,-462.48,-79.99,-493.35,-47.58,137.43,28.28,209.43,51.92,984.39,1058.01,-373.99,-88,-347.64,-20.06,319.78,145.64,308.2,110.74
1013.61,1002.23,-462.19,-80.56,-487.91,-46.44,136,28,208.28,50.49,984.21,1056.06,-374.85,-90.58,-346.5,-18.34,307.74,144.49,307.34,113.89
1016.36,1003.39,-470.21,-74.55,-485.04,-51.02,134.85,25.7,206.56,51.06,984.33,1058.87,-376.57,-92.01,-346.5,-22.35,309.17,153.09,306.19,113.6
1015.87,1002.9,-461.9,-79.13,-489.34,-47.87,137.14,28.86,211.43,51.92,984.33,1058.38,-370.27,-87.14,-347.93,-17.77,308.03,155.38,306.48,111.6
